* /home/choudharyabhi2015/esim-workspace/avishek_dacswitch/avishek_dacswitch.cir
Transient Analysis  Tue Oct  4 16:43:47  2022
--------------------------------------------------------------------------------
Index   time            v1#branch       v2#branch       v3#branch       
--------------------------------------------------------------------------------
0	0.000000e+00	-8.22973e-12	-2.28598e-13	0.000000e+00	
1	1.000000e-06	1.542729e-10	4.633328e-12	-2.49536e-10	
2	2.000000e-06	1.542767e-10	4.694856e-12	-2.48267e-10	
3	4.000000e-06	1.542003e-10	4.794396e-12	-2.46046e-10	
4	8.000000e-06	1.524276e-10	3.529916e-12	-2.45043e-10	
5	1.600000e-05	-2.44604e-12	-1.28101e-10	-2.48202e-10	
6	3.200000e-05	-2.41508e-07	-2.10052e-07	-3.24592e-10	
7	6.400000e-05	-6.35063e-10	-5.32774e-10	-2.34973e-10	
8	9.417497e-05	2.290602e-10	5.905652e-10	-2.91878e-10	
9	1.000000e-04	-5.56494e-11	-3.96111e-10	-3.97349e-10	
10	1.029176e-04	-6.32452e-12	-7.47036e-13	3.603922e-14	
11	1.087529e-04	-6.36090e-12	-5.10262e-13	-3.59386e-14	
12	1.204234e-04	-6.32446e-12	-7.46969e-13	3.593766e-14	
13	1.437645e-04	-6.36093e-12	-5.10254e-13	-3.59472e-14	
14	1.904465e-04	-6.32455e-12	-7.46941e-13	3.593894e-14	
15	2.838107e-04	-6.36096e-12	-5.10260e-13	-3.59405e-14	
16	4.705390e-04	-6.32459e-12	-7.46935e-13	3.593925e-14	
17	8.439957e-04	-6.36103e-12	-5.10263e-13	-3.59396e-14	
18	1.590909e-03	-6.32452e-12	-7.46933e-13	3.593933e-14	
19	3.084736e-03	-6.36106e-12	-5.10263e-13	-3.59394e-14	
20	6.072389e-03	-6.32455e-12	-7.46932e-13	3.593935e-14	
21	1.204770e-02	-6.36095e-12	-5.10263e-13	-3.59394e-14	
22	2.399831e-02	-6.32448e-12	-7.46932e-13	3.593936e-14	
23	4.789954e-02	-6.36097e-12	-5.10263e-13	-3.59394e-14	
24	9.570199e-02	-6.32453e-12	-7.46932e-13	3.593936e-14	
25	1.913069e-01	-6.36108e-12	-5.10263e-13	-3.59394e-14	
26	2.913069e-01	-6.32447e-12	-7.46932e-13	3.593936e-14	
27	3.913069e-01	-6.36100e-12	-5.10263e-13	-3.59394e-14	
28	4.913069e-01	-6.32447e-12	-7.46932e-13	3.593936e-14	
29	5.913069e-01	-6.36100e-12	-5.10263e-13	-3.59394e-14	
30	6.913069e-01	-6.32447e-12	-7.46932e-13	3.593936e-14	
31	7.913069e-01	-6.36100e-12	-5.10263e-13	-3.59394e-14	
32	8.913069e-01	-6.32447e-12	-7.46932e-13	3.593935e-14	
33	9.913069e-01	-6.36100e-12	-5.10263e-13	-3.59394e-14	
34	1.000100e+00	-6.32450e-12	-7.46932e-13	3.593934e-14	
35	1.000110e+00	-9.48933e-11	-8.72209e-11	3.305327e-10	
36	1.000130e+00	-8.81457e-11	3.280369e-11	1.889013e-10	
37	1.000170e+00	-1.16097e-07	-9.97382e-08	3.646473e-10	
38	1.000200e+00	5.629072e-10	-2.48654e-11	1.598323e-10	
39	1.000204e+00	-8.18954e-12	-2.28818e-13	-1.30109e-14	
40	1.000213e+00	-8.26990e-12	-2.28378e-13	1.300510e-14	
41	1.000231e+00	-8.18955e-12	-2.28818e-13	-1.30048e-14	
42	1.000266e+00	-8.26994e-12	-2.28378e-13	1.300443e-14	
43	1.000336e+00	-8.18957e-12	-2.28818e-13	-1.30042e-14	
44	1.000476e+00	-8.26994e-12	-2.28378e-13	1.300415e-14	
45	1.000757e+00	-8.18949e-12	-2.28818e-13	-1.30041e-14	
46	1.001318e+00	-8.26993e-12	-2.28378e-13	1.300408e-14	
47	1.002440e+00	-8.18954e-12	-2.28818e-13	-1.30041e-14	
48	1.004684e+00	-8.26989e-12	-2.28378e-13	1.300406e-14	
49	1.009173e+00	-8.18954e-12	-2.28818e-13	-1.30041e-14	
50	1.018150e+00	-8.26988e-12	-2.28378e-13	1.300406e-14	
51	1.036105e+00	-8.18950e-12	-2.28818e-13	-1.30041e-14	
52	1.072014e+00	-8.26989e-12	-2.28378e-13	1.300406e-14	
53	1.143832e+00	-8.18955e-12	-2.28818e-13	-1.30041e-14	
54	1.243832e+00	-8.26987e-12	-2.28378e-13	1.300406e-14	

Index   time            v1#branch       v2#branch       v3#branch       
--------------------------------------------------------------------------------
55	1.343832e+00	-8.18954e-12	-2.28818e-13	-1.30041e-14	
56	1.443832e+00	-8.26983e-12	-2.28378e-13	1.300406e-14	
57	1.543832e+00	-8.18954e-12	-2.28818e-13	-1.30041e-14	
58	1.643832e+00	-8.26983e-12	-2.28378e-13	1.300406e-14	
59	1.743832e+00	-8.18954e-12	-2.28818e-13	-1.30041e-14	
60	1.843832e+00	-8.26983e-12	-2.28378e-13	1.300406e-14	
61	1.943832e+00	-8.18954e-12	-2.28818e-13	-1.30041e-14	
62	2.000000e+00	-8.26995e-12	-2.28378e-13	1.300406e-14	
63	2.000010e+00	1.478481e-10	-5.73505e-13	-2.46361e-10	
64	2.000030e+00	-1.15007e-07	-9.97191e-08	-2.93889e-10	
65	2.000070e+00	-1.10174e-10	-4.22868e-10	-2.59611e-10	
66	2.000100e+00	2.157662e-10	5.150759e-10	-3.07102e-10	
67	2.000104e+00	-6.10202e-12	-2.04267e-12	5.370757e-13	
68	2.000113e+00	-6.58715e-12	8.176087e-13	-5.42870e-13	
69	2.000131e+00	-6.09451e-12	-2.08415e-12	5.507297e-13	
70	2.000166e+00	-6.59099e-12	8.268526e-13	-5.50682e-13	
71	2.000237e+00	-6.09456e-12	-2.08401e-12	5.506575e-13	
